[NEW_DOCUMENT: DOCid=0, lang=nah, DOCNAME=CENTE COUATL HUAN TLACATL ].	[NEW_DOCUMENT: DOCid=0, lang=spa, DOCNAME= LA CULEBRA Y EL HOMBRE ].
Xihuala.	¡Ven!
Nin mazacuatl oquilhuiaya man calaqui, in icuac ocalaquini in cualli totochtli, oquicuani.	Aquella culebra le decía que entrase [para] que cuando entrara el buen conejito [poder] comérselo.
	El conejito, [que] ya la había husmeado antes, se echó a temblar.
Totochtli achtopa ye oquineuc, oyen ye papatlaca.	Entonces contestóle el conejito diciéndole: —Deje usted.
Imán onahuatl, totochtli, quilhuía: —Zan nican ximocahuilli, ya omniquita que neci zan panoz inon quiatepozatli. —Amo tonmotlapaltiliz, ocachi cualli ximoquiatlatiqui. —Cualli ooztotl, xinechilhui: tle oztome nahuati? —Oztome amo tlatohuani. —Tlazocamati huelmiac; ye nia.	Solamente aquí veo que el tiempo cambió, que al parecer ya va a pasar la tempestad. —No vaya a ser que te mojes; lo mejor es que te guarezcas de la lluvia. —Buena cuevita, dime; ¿que las cuevas hablan? —Las cuevas no hablan. —Muchas gracias; ya me voy.
Totochtli oquiztiquiztiquiz; zan mo cuitlapil quetzti oya.	El conejito se fue corriendo, con la colita muy parada.
Huan mazacuatl omocan itic oztotl huan oquitohuaya: —Ocachi cualli amo onicnanquiliani; onicahuani ocalaquini huan iquion onicua.	Y la culebra quedóse en la cueva y se decía: —Mejor hubiera sido no contestarle [sino] haberlo dejado entrar y así me lo habría comido.
Nitetica, ni tetemitl!	¡Soy muy tonta!
Huan otlahuelmic tleca ahuelli oconcua totochtli.	Y se enojó porque no había podido comerse al conejito.
Axcan totochtli zan ye zacacuatinemi ica ixtlahuapa.	Ahora el conejito anda por el campo comiendo pasto.
40 [END OF DOCUMENT].	41 [END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=3, lang=nah, DOCNAME=TLATZICAPILTONTLI HUAN TOTOCHTLI ].	[NEW_DOCUMENT: DOCid=3, lang=spa, DOCNAME= EL MUCHACHO PEREZOSO Y EL CONEJITO ].
TLATZICAPILTONTLI HUAN TOTOCHTLI .	EL MUCHACHO PEREZOSO Y EL CONEJITO .
Ipan ce altepetl ochantía nin tlacapa, te cihuan huan cente teconen.	En cierto pueblo vivía este señor, su esposa y un hijo suyo.
Inin tlacapa momoztla ohuilaya on tlachialoya mila, ocuicaya tlazolli, icuitlatl cahauyo huan cuacue.	Este señor iba a diario a ver su sementera, llevábale mantillo, estiércol de caballo y de res.
In icuac otlamolonianía inon xihuitl ye cualli otocani: huan inon cahuayocuitlatl, tlazolli huan cuacuecuitlatl oquitotoniliani huan omochihuani.	Así, cuando barbechó en ese año ya pudo sembrar, y el estiércol de caballo y el mantillo y la boñiga darían color y madurarían los frutos.
Icón oquichique.	Así sucedió.
Oacic in metztli otocaque huan ipan caxtolli tonalli oixhuac tlaolli, etl, xictomatl, tomad, chilchotl xoxoctic huan opeque tlacuica itic in milli, mitotía, otlahuanque in icuac otlatlalhuique.	Llegó el mes de la siembra y a los quince días nació el maíz, el frijol, el jitomate, el tomate, el chile verde, y se cantó en la sementera, y se bailó.
Oncan ye oquitlalique in zacacacalli canin omoquiatlatiaya.	Se embriagaron cuando taparon.
Huey piltontli oquixotiaya milli; ame calaquizque yolcame.	Entonces pusieron allí una casa de paja para guarecerse de la lluvia.
Yehua inon oquilhuiten itata, man tlaixoti.	El muchacho debía cuidar de la sementera, que no entrasen los animales.
Inon yohualli ompon ococh.	Así se lo ordenó su papá, que cuidase.
Amo oquimat, quenin nian cani ocalaque totochtin, niman ce cuemitl oquicuaque.	Aquella noche allí durmió y no supo ni cómo ni cuándo entraron los conejos y luego se comieron un surco.
Inin totochtin, icuac ocalaque itic milli, amaca oquinahuac nian aquin itla quimilhuiz.	A estos conejitos, cuando entraron a la sementera, nadie los regañó ni nadie les dijo nada.
Oncan otlanez huan tlatzica piltontli oquimalacachoto imil, oquitac ye oquicuaque, tlen nozo yolcahuan, ce cuemitl etl.	Después amaneció y el muchacho perezoso fue a dar la vuelta por la sementera y vio que ya se habían comido, quién sabe qué animales, un surco de frijol.
Huan ichan inana, zan ocuatzinco, onehualoya tlaxcalmalo huan zan icihuihua oquititlaniliaya momoztla itlaxcal huan emulli, inaca, tlen za nelli miltlapixqui, ame mocahuaz ce tonalli amo tlacuaz: —Man cuiquilican zan ocuatzinco.	Y en su casa su mamá, muy tempranito, se levantaba a hacer las tortillas y se apuraba a mandarle todos los días sus tortillas y su mole de frijol, su carne, que porque él estaba cuidando la sementera, que no fuese a suceder que se quedase un día sin comer: —Que se lo lleven tempranito.
Huan niman, nin tlatzica piltontli, ichan amo oquimatia tía zan moteteca ipan tonalli.	Y luego, este muchacho flojo, en su casa no sabían que sólo estaba acostado al sol.
Ayecmo machía tlenon quichíaz, tlenon quintlaliliz inon yolcame, tía quinpacuatiz, quinmotlaz, onoce quinahuatiz itata, huan amo no oquinequia tenahuatiz tlamo oquitecuini.	Ya no sabía qué hacer, qué cosa ponerle a esos animales, si envenenarlos, cazarlos o avisarle a su papá, y no quería avisarle a su papá, no fuese a pegarle.
Totochtli ye oquimatia canin otlayeya.	El conejito ya sabía en dónde había.
Cecpa oquiz ica ixtlahuapa hua oquinnamiquito cicitin huan quimilhuiti: —Tlen amay, cualli cicitin? —Amida, cualli totochtli;. tlenon otaico icanican?	Una vez salió por el campo y se fue a encontrar a las liebres y les dijo: —¿Qué se hacen, buenas liebrecitas? —Nada, buen conejito, ¿qué viniste a hacer por aquí?
Onipaxialoco, cicitli. ~~~ Cualli totochtli, tehuatl amo ticmati canin cualli tonyazquia ipan itla milli ticoncuazquia itla occe non cana tocani non cualli daca que etl, tlaolli, itla huelli huan tzopelic? —Quenamo!	Vine a pasear, liebrecita. —Buen conejito, ¿tú no sabes a dónde podríamos ir, a alguna sementera a comer cualquier cosa, en donde siembren esos buenos hombres, como frijol, maíz, algo sabroso y agradable? —¡Cómo no!
Tle anquinequi anyazque?	¿Quieren ustedes ir?
Nia namechhuica 56huan amo zan amehuan anyazque, ye oniquintlalhui occequin yolcame huan ye onechnanquilique cepan tiazque. —Oya cuallica —oconitoque cicitin—; huan aquinome inon yolcame? —Nia timitzilhuiz: cente techalotl, nocnihuan totochtin, none cuecuezama, pezotli, inime cana matlactin non incelpezotin, mazatl, tlalcoyotl huan ocachtin ayocmo niquilnamiqui, zan ye tiquimitaz canin ye otolhuique, tonamiquitihue. —Canin? —Tlaxquitta, tiixtlamati tequizquiopan inon milli inepantla quipía cente tamazquitl tomahuac, huei, huan mamaye xoxoctica paqui tlayecahui tlatlayohuatica. —Ompa timitzchía inca occequin, xiquintlalhui huan ca yohualli ompa tonamiqui; amo tomanahuatía, ya totazque canin ye ticmati. —Ye nia.	
Ocacic tochtli ica ipan tlatlatelli, oya.	Yo las llevaré; no sólo irán 57Tlalcoyote.
	Pequeño cuadrúpedo parecido al perro y a la zorra, que se esconde bajo tierra. ~~~ (Siméon, p.
Yolcame ye omotlalhuique inon yohualli mocentlalizque huan cualli huetzitihue itic non milli oyectoctitaya.	540; Molina, p. ~~~ 124, 2a. parte. )contento el muchacho perezoso de haber puesto la trampa con la que esperaba coger a los animales.
Noca yolcame motlatlalhuía nican, tlatzica piltontli ye ocia tlatlani nepa canican ica occequi tlatlacapa occequin miltin non oquinyohualotaya imil, oquimitaya ipan in mil huan oquintlatlaniaya: —Notatzin, tle amo timomachitía tlenon huelliz cualli niquintlalilliz yolcame ye quitlamía nomil? —Tlaxquitta, nia timitzmacaz ce amo cualli tlatolmacaliz, xicaqui: xiquitta tlen iyolcayohuan calaqui, tía mazatl no ce cuacue, pitzome.	Luego, cuando oscureció por la noche, primero llegaron las hormigas cabezonas, y entraron por donde estaba la trampa, pasaron la trampa y nada, no cogió ni una hormiga; en seguida llegaron los ratones y cuando pasaron en medio de la trampa olieron la grasa que había en la trampa, luego empezaron a roerla.
Icanica calaqui? —Itzintlan cente tepamitl. —Oya xicchihua que timitzilhuía, cente tzohuazth. —Nia nicchihuaz niman. —Mazqui cemilhuitl man ye —oquitoque tlacapa—, amo quichihuilía.	El muchacho engrasó la trampa, creyendo que eso era lo mejor, porque con la grasa resbalaría y se cogería al ladrón.
Tlatzica piltontli oya imil, oquitlalito in tzohuazth itenco tlacoyoctli, oquitlali tzohuazth zazan tlapoqui, zan papaqui tlatzica piltontli ye oquitlali tzohuazth, nelli ica macizque yolcame.	Tan pronto como los ratoncitos la royeron con sus dientes y probaron que no estaba sabrosa, la dejaron, y siguieron de nuevo su camino.
Imán ye tlatlapoyahui ica teotlacan, achtopa oecoque tzicame cuatalame, huan ocalaque icanica oyeya in tzohuazth, itic tzohuazth opanoque huan amida, nian cente tzicatl amitla omacic; oncan oecoque quiquimichtin huan icuac opanoque itzalan tzohuazth,oquineque chiahua ahuiac in tzohuazth; imán opeque quitetexohua.	
Nin piltontli oquichían in tzohuazth, nelli iquión ocachi cualli motlaloz huan maciz ichtequi.	Llegados a la sementera comenzaron a roer, a roer, a roer y el muchacho dormía como si estuviese muerto.
Zan que ye oquitlantetexoque quiquimichtin huan oquicamamatque amo huelic, oquicateque huan occepa oquitocaque imohui huan oacito itic milli, opeque tlatequi, tlatequi, tlatequi, huan piltontli cochmictica.	Se vieron junto al viejo madroño todos los animales; ya se habían reunido en la noche los tejones, el armadillo, el conejo, la liebre, el tlalcoyote, el zorro y otros animales más.
Omixtique itzin tamazquitl huehue mochtin yolcame, ye omocentlalitaya in ica yohualli pepezotin, ayotochtli, tochtli, citli, tlalcoyotl, oztohua, huan ocachtin yolcame.	Cuando estuvieron todos juntos, se formaron en fila; el venado iba al frente.
Imán nochtin ye omocentlalique, omotecpanque, mazatl oquinyecanaya.	Cuando llegaron a la orilla de la sementera, dijo el venado: —Hagan alto un rato, que pueda yo escuchar si viene alguno.
Imán oacique itenco milli, quimilhuía mazatl: —Ximoquetzacan tepitzin, man nontlacaqui tía acá huitz.	Se paró y se puso a oír y dijo: —No oigo nada, ni veo nada; apresurémonos, ya estamos a la orilla de la sementera.
Omoma huan tlacactica, quimilhuía: —Amida nicaqui, nian amida niquitta; tocxianacan, ye itenco milli ticate.	Llegaron y les dijo el venado: —Yo voy a saltar como si volara y ustedes verán cómo no tiro ni una piedra.
Oacique huan mazatl quimilhuía: —Nehuatl zan nitentzicuiniz zan que nipatlaniz huan anquiittazque que nian cente tetl amo nictlacaliz.	Así sucedió, realmente, y los demás pasaron también; unos por encima de la cerca, otros metiéndose por el hoyo.
Melac opanoc, huan occequin no opanoque, cequin ica icpan tepamitl, occequin ica itic tlacoyoctli.	Entraron de prisa, todos come, y come, y come, y el muchacho dormido como una piedra, no oía nada.
Niman ocalactiquizque huan tlacua, tlacua, tlacua, huan cochmioque tetl piltontli amo manel oquincaquía.	Al día siguiente se levantó y fue a ver su sementera.
Moztlatica ornen huan on tlachix ica pan imil, occepa ye otlacuato; oquitato tzohuazth huan quitoti: —Niquitzdcac que miactin ohualaque yolcame; manel cente ye omacic.	Otra vez se la habían comido; fue a ver la trampa y dijo: —Lo que veo es que fueron muchos los animales que vinieron; quizá haya caído alguno.
Oconitac tzohuazth, nochi ye oquitlanteque.	Examinó la trampa y vio que estaba toda destrozada con los dientes.
Ayecmo quimati tlenon quichihuaz.	Ya no sabía qué hacer.
Occepa, oquintlatlanito, quenin quichihuaz, zan que nochipa calaqui huan tlacua, quicua in milli. —Xiquinpacualti. —Nia niquintlaliliz.	De nuevo fue a preguntar qué debía hacer, puesto que de todos modos los animales entraban a comer y se comían su sementera. —Dales veneno. —Voy a ponérselos.
Oquintlalili huan nian iquión.	Se los puso, y ni así.
Occepa ye oquintlatlanito, quilhuía: —Ye tiquintlamía yolcame? —Amo; zan oquitlacaltiquizque huan amo oquicuaque. —Huelliz amo in tlacual, xiquintlalilili ayotli ica chichipatli.	Y otra vez fue a preguntar, y le dijeron: —¿Ya acabas con los animales? —No; nada más tiraron por el suelo la comida envenenada y no la comieron. —Puede ser que no sea eso lo que coman; ponles calabaza con digital.
Oquintlalili huan nian iquión.	Se las puso y ni así.
Occepa oquintlatlanito huan quilhuique:Tía amo quinchihuilía nochi tlen ye otiquintlalili, tlen ticchihuaz ocachi cualli huan amo moca huetzcazque nian papaquizque, ximocohui cente tepoztli huan xiquinpipía icuac calaqui.	Otra vez fue a preguntar, y le dijeron: —Si en nada aprovecha cuanto les has puesto, lo mejor que has de hacer para que no se rían de ti ni se diviertan contigo es comprarte una escopeta y espiarlos a la hora que entren.
Niman omocohui itepoz.	Luego se compró su escopeta.
Moztlatica oquinpipiaya ica yohualli huan inon yohualli amo ocalaque.	A otro día estuvo al acecho por la noche y esa noche no entraron.
Ye opapac ica inon, oconito ayocmo calaquizque, oquinnahuatito.	Con esto se alegró diciendo que ya no entrarían y así fue a contarlo.
Ocacalacta inchan huan te intlapalo, ocalac huan quimilhuía: —Namechhuiquiliz ce yancuic tlanahuatilli, inin yohualli ayocmo ocalaque ipan nomil inyolcame. —Ya amo otimitzilhui?	Llegó a su casa, saludó, entró y dijo: —Traigo a ustedes una nueva noticia: esta noche los animales ya no entraron a mi sementera. —¿Pues no te lo dije, que con la escopeta es mejor?
Ica tepoztli ocachi cualli haun tía calaqui zan que tiquimitaz, xiquintlacueponilli huan iquión mocacuizque huan ayecmo calaquizque. —Tlazocamati huei miac; ye nia.	Y, si entran, en cuanto los veas hazles fuego y así se espantarán y ya no volverán. —Muchísimas gracias; ya me voy.
Ipan occe yohualli oquitac amo ocalaque; ipan occe yohualli omotlalicochi imán occepa ocalaque.	A la noche siguiente vio que no entraron; y a la siguiente se puso a dormir y entraron otra vez.
Moztlatica, icuac otlanez, occepa ye otlacuato itic milli.	Al día siguiente, cuando amaneció, vio que de nuevo se habían ido a comer su sementera.
Imán ocualan, huan ayecmo non tlacatl otetlatlaniaya, occeni otetlatlanito.	Entonces se enfadó, y ya no fue a preguntarle a aquel señor sino que fue a preguntar a otro.
Ocalaquito ipan occente calli huan oquintlatlani: —Namechtlatlanico tlenon nicchihuaz, ye quitlamía nomil yolcame. —Tleca? —Ye oniquintlalili tzohuazth; ye oniquinpacualti, nian iquión. —Axan xiccohua cozticxicocuitlatl, huan xicchichihua cente coconetl, xictlali icanica calaquini huan tiquitaz que iquión huetziz.	Entró a otra casa y preguntó: —Vengo a preguntarles qué he de hacer; ya están acabando mi sementera los animales. —¿Por qué? —Ya les he puesto trampas, les he echado veneno a comer y ni por ésas. —Ahora compra cera amarilla y haz un muñeco, ponió en el lugar por donde entran y verás cómo caen.
Melac oquicohuato tlen oquilhuique; oquichichin in coconetl huan oquitlali itenco tlacoyoctli, huan moztlatica otlachiato.	Y, de veras, fue a comprar lo que le dijeron, hizo el muñeco y lo puso a un lado del hoyo.
Ayecmo omacía; ompon oquican.	Aun así no cayó; y allí lo dejó.
Occepa icuac oacic in tochtli huan oquinequía panoz huan quilhuía in coconetl: —Nia nipanoz, ximocuani.	En otra ocasión, cuando llegó el conejo y quiso pasar, le dijo al muñeco: —Voy a pasar, quítate.
Amo nahuati coconetl. —Tle amo titlacaqui que ximocuani?	No contestó el muñeco. —¿Qué no has oído que te quites?
Tlamo, timitzxayacatlatziniz.	Si no, te daré un manazo en la cara.
Amo nahuati —Tehuatl amo titlacaqui?	No contestó. —¿No oyes tú?
Totochtli oquixayacatlatzini huan omotzico ima ipan coconetl. —Xinechcacahua, tlamo axan tiquittaz quen mopanyaz, ica occente noma timitzmomotzoz.	El conejito le dio una bofetada y su mano se quedó pegada en el muñeco. —Suéltame, y si no, ahora verás lo que te pasa: con mi otra mano te rasguñaré.
Amo nahuati coconetl. —Amo titlacaqui timitzmotzoz?	No contestó el muñeco. —¿No oyes que te voy a rasguñar?
Oquimomotzo huan occepa omotzico, ye ica orne imahuan otzicataya, quilhuía totochtli in coconetl: —Ye ocpa otimitzilhui xinechcacahua; amo ticnequi?	Lo rasguñó y se quedó pegado otra vez; ya estaba pegado con sus dos manos; entonces le dijo el conejito al muñeco: —Ya te he dicho dos veces que me sueltes, ¿no quieres?
Tehuatl ticmati nehuatl nia timitzteliczaz que xinechcacahua.	Sábete que voy a patearte, ¡que me sueltes!
Coconetl amo nahuati. —Zan noca tihuehuetzca!	El muñeco no contestó. —¡Nada más te estás burlando de mí!
Amo tinechcacahuaz, timitzteliczaz!	¡No me sueltas, pues te pateo!
Oquiteliczaz huan occepa omotzico. —Amo tinechcacahuaz?	Lo pateó y otra vez se pegó. —¿No me sueltas?
Amo nahuati. —Tlamo tinechcacahuaznequi timitzteliczaz ica occente nocxi.	No contestó. —Si no me quieres soltar te patearé con mi otra pata.
Tehuatl amo timo neltoca?	¿Tú no lo quieres creer?
Amo nahuati coconetl. —Nehuatl neci niquita zan noca timahuiltía huan tinechtletlecalhuía.	No contestó el muñeco. —Lo que veo es que nada más te estás burlando de mí, arremedándome.
Axan quema ica notlancochhuan pintique huan tlatequini timitzcuaquetzomaz, ni timitzquetzomaz.	Ahora sí, con mis dientes aguzados y cortantes te morderé la cabeza; ¡voy a morderte, ya lo sabes!
Tehua ticmati! ~~~ Amo nahuati coconetl. —Axan melac za iti cecpa timitzilhuía, tinechcacahuaz onoce amo canin timitzquetzomaz mitzcocoz.	No contestó el muñeco. —Ahora de veras nada más te lo digo esta vez: o me sueltas, o te muerdo y te lastimo.
